Landscape,Chrono,Chronosecuence,Plot,Species,abun,ab
Hill,Intermediate Forest,IF,DL14,Pouteria eugeniifolia,2,0.044283994
Hill,Old Forest,OF,RL2,Pouteria eugeniifolia,1,4.60E-06
Mountain,Old Forest,OF,RM13,Pouteria glauca,1,63.30676173
Mountain,Old Forest,OF,RM9,Pouteria glauca,1,167.8863345
Hill,Intermediate Forest,IF,DL14,Pouteria glomerata,2,0.317336354
Mountain,Intermediate Forest,IF,DM14,Pouteria glomerata,1,33.85613327
Mountain,Intermediate Forest,IF,DM7,Pouteria glomerata,1,36.56765738
Hill,Old Forest,OF,RL2,Pouteria glomerata,1,9.94E-07
Mountain,Old Forest,OF,RM11,Pouteria glomerata,2,0.028463289
Mountain,Old Forest,OF,RM14,Pouteria glomerata,1,0.00287476
Mountain,Old Forest,OF,RM9,Pouteria glomerata,2,0.523268038
Hill,Intermediate Forest,IF,DL5,Pouteria guianensis,1,91.83311524
Hill,Old Forest,OF,RL4,Pouteria guianensis,3,947.6543292
Hill,Early Forest,EF,DL2,Pouteria hispida,1,0.138874624
Hill,Old Forest,OF,RL2,Pouteria hispida,4,2.75E-06
Hill,Old Forest,OF,RL3,Pouteria hispida,1,0.009940219
Hill,Old Forest,OF,RL4,Pouteria hispida,1,0.132251758
Mountain,Old Forest,OF,RM9,Pouteria hispida,1,77.60815451
Hill,Old Forest,OF,RL3,Pouteria retinervis,4,0.172383323
Mountain,Old Forest,OF,RM11,Pouteria retinervis,1,65.21777522
Mountain,Old Forest,OF,RM9,Pouteria retinervis,1,320.4904813
Mountain,Old Forest,OF,RM13,Pouteria scrobiculata,1,1012.908188
Mountain,Old Forest,OF,RM9,Pouteria scrobiculata,2,610.4203603
Mountain,Old Forest,OF,RM13,Pouteria simulans,1,2356.909358
Mountain,Old Forest,OF,RM13,Pouteria sp. 2,1,0.016399348
Mountain,Old Forest,OF,RM14,Pouteria sp. 2,1,0.294647719
Mountain,Old Forest,OF,RM13,Pouteria sp. 3,1,5602.710638
Mountain,Old Forest,OF,RM14,Pouteria sp. 3,1,0.958125364
Mountain,Old Forest,OF,RM13,Pouteria sp. 6,1,192.7187504
Mountain,Old Forest,OF,RM3,Pouteria torta,2,0.063774873
Mountain,Old Forest,OF,RM9,Pouteria torta,2,19.06719055
Hill,Intermediate Forest,IF,DL14,Pouteria torta ,1,135.2355787
Mountain,Intermediate Forest,IF,DM7,Pouteria trilocularis,3,685.0967787
Hill,Old Forest,OF,RL2,Pouteria trilocularis,2,3.44E-06
Mountain,Old Forest,OF,RM3,Pouteria trilocularis,2,70.85235486
Hill,Old Forest,OF,RL2,Pouteria trilocularis ,1,1.63E-05
Mountain,Old Forest,OF,RM9,Pouteria vernicosa,1,57.82505949
Mountain,Old Forest,OF,RM9,Pouteria williamii,2,942.5243941
Mountain,Early Forest,EF,DM1,Protium aidanianum,1,2544.815746
Mountain,Early Forest,EF,DM2,Protium aidanianum,1,20.87351625
Hill,Degraded Pasture,DP,DL11,Protium amazonicum,2,85.65702796
Mountain,Early Forest,EF,DM10,Protium amazonicum,1,0.294647719
Mountain,Intermediate Forest,IF,DM13,Protium amazonicum,1,101.7514763
Mountain,Intermediate Forest,IF,DM14,Protium amazonicum,4,278.2080809
Hill,Old Forest,OF,RL3,Protium amazonicum,1,4.469617412
Mountain,Old Forest,OF,RM11,Protium amazonicum,1,24.78873511
Mountain,Old Forest,OF,RM13,Protium amazonicum,1,22.09936548
Mountain,Old Forest,OF,RM8,Protium amazonicum,2,625.1822489
Mountain,Old Forest,OF,RM9,Protium amazonicum,1,0.038186344
Mountain,Old Forest,OF,RM13,Protium apiculatum,5,1946.173492
Mountain,Old Forest,OF,RM14,Protium apiculatum,7,173.0135457
Mountain,Old Forest,OF,RM3,Protium apiculatum,2,1.265373844
Mountain,Old Forest,OF,RM9,Protium apiculatum,1,0.012867994
Hill,Intermediate Forest,IF,DL14,Protium calanense,11,72.49444083
Mountain,Intermediate Forest,IF,DM12,Protium calanense,1,0.065144218
Mountain,Intermediate Forest,IF,DM14,Protium calanense,3,152.0430073
Mountain,Intermediate Forest,IF,DM7,Protium calanense,1,0.00494895
Mountain,Old Forest,OF,RM14,Protium calanense,1,1.2271875
Mountain,Old Forest,OF,RM8,Protium calanense,2,295.7331655
Hill,Old Forest,OF,RL3,Protium crassipetalum,1,0.089727238
Hill,Old Forest,OF,RL4,Protium divaricatum,1,5.166084283
Hill,Early Forest,EF,DL2,Protium gallosum,1,317.5364701
Mountain,Intermediate Forest,IF,DM14,Protium gallosum,1,62.72266666
Hill,Intermediate Forest,IF,DL3,Protium grandifolium,2,12.30945906
Hill,Old Forest,OF,RL3,Protium grandifolium,7,7.338603139
Hill,Old Forest,OF,RL4,Protium grandifolium,2,6.754942812
Hill,Old Forest,OF,RL3,Protium insigne,1,1676.659605
Hill,Old Forest,OF,RL4,Protium laxiflorum,2,4.785737017
Hill,Intermediate Forest,IF,DL3,Protium leptostachyum,1,0.120687706
Hill,Intermediate Forest,IF,DL5,Protium leptostachyum,2,206.9668176
Hill,Old Forest,OF,RL2,Protium leptostachyum,3,6.10E-08
Hill,Old Forest,OF,RL3,Protium leptostachyum,2,0.115315766
Hill,Old Forest,OF,RL4,Protium leptostachyum,2,63.34887831
Hill,Intermediate Forest,IF,DL14,Protium nodulosum,1,23.86646522
Mountain,Early Forest,EF,DM10,Protium nodulosum,1,0.45424414
Mountain,Intermediate Forest,IF,DM14,Protium nodulosum,2,52.47160851
Mountain,Degraded Pasture,DP,DM15,Protium nodulosum,3,0.587521971
Mountain,Intermediate Forest,IF,DM17,Protium nodulosum,1,0.002488241
Mountain,Intermediate Forest,IF,DM8,Protium nodulosum,2,2.984459617
Hill,Old Forest,OF,RL2,Protium nodulosum,1,8.44E-07
Mountain,Old Forest,OF,RM14,Protium nodulosum,2,25.753879
Hill,Intermediate Forest,IF,DL14,Protium rubrum,1,766.9921875
Mountain,Old Forest,OF,RM14,Protium rubrum,1,2.901333574
Mountain,Degraded Pasture,DP,DM15,Protium sagotianum,1,0.619168752
Mountain,Intermediate Forest,IF,DM17,Protium sagotianum,1,1.779798131
Mountain,Intermediate Forest,IF,DM7,Protium sp. 1,5,0.087628912
Mountain,Intermediate Forest,IF,DM14,Protium sp. 4,1,75.55062449
Mountain,Degraded Pasture,DP,DM15,Protium sp. 4,3,3.955339515
Mountain,Old Forest,OF,RM3,Protium sp. 4,1,4.450689208
Mountain,Intermediate Forest,IF,DM13,Protium sp. 5,1,26.30838287
Mountain,Intermediate Forest,IF,DM14,Protium sp. 5,2,93.63232042
Mountain,Intermediate Forest,IF,DM17,Protium sp. 5,1,0.003351319
Mountain,Old Forest,OF,RM13,Protium sp.4,1,29.8073125
Hill,Degraded Pasture,DP,DL11,Protium subserratum,2,0.474560671
Hill,Intermediate Forest,IF,DL14,Protium subserratum,6,13064.91618
Hill,Early Forest,EF,DL2,Protium subserratum,13,1166.969514
Hill,Intermediate Forest,IF,DL3,Protium subserratum,5,557.2464602
Mountain,Early Forest,EF,DM10,Protium subserratum,1,0.004071514
Mountain,Intermediate Forest,IF,DM14,Protium subserratum,13,2026.884453
Hill,Old Forest,OF,RL2,Protium subserratum,1,5.61E-11
Hill,Old Forest,OF,RL3,Protium subserratum,3,100.2499451
Hill,Old Forest,OF,RL4,Protium subserratum,1,38.18801226
Mountain,Old Forest,OF,RM11,Protium subserratum,1,340.0568874
Mountain,Old Forest,OF,RM13,Protium subserratum,2,1380.532442
Mountain,Old Forest,OF,RM14,Protium subserratum,5,508.5985316
Mountain,Old Forest,OF,RM9,Protium subserratum,4,804.4374398
Hill,Intermediate Forest,IF,DL14,Protium trifoliolatum,5,1.756158131
Hill,Early Forest,EF,DL2,Protium trifoliolatum,1,2.36112146
Mountain,Intermediate Forest,IF,DM14,Protium trifoliolatum,1,0.329792602
Mountain,Old Forest,OF,RM14,Protium trifoliolatum,2,75.50651522
Mountain,Old Forest,OF,RM9,Protium trifoliolatum,1,8.452223668
Mountain,Intermediate Forest,IF,DM8,Prunus rotunda,1,19.84609643
Hill,Intermediate Forest,IF,DL14,Pseudolmedia laevigata,1,0.076699219
Mountain,Intermediate Forest,IF,DM13,Pseudolmedia laevigata,2,0.245723582
Mountain,Intermediate Forest,IF,DM7,Pseudolmedia laevigata,1,220.3455382
Mountain,Old Forest,OF,RM13,Pseudolmedia laevigata,1,4094.164536
Mountain,Old Forest,OF,RM14,Pseudolmedia laevigata,1,135.2355787
Mountain,Old Forest,OF,RM9,Pseudolmedia laevigata,1,1139.376437
Hill,Intermediate Forest,IF,DL14,Pseudolmedia laevis,2,0.124759219
Hill,Early Forest,EF,DL2,Pseudolmedia laevis,9,6.834537769
Hill,Intermediate Forest,IF,DL3,Pseudolmedia laevis,1,28.55668527
Hill,Intermediate Forest,IF,DL5,Pseudolmedia laevis,16,1202.400158
Hill,Old Forest,OF,RL3,Pseudolmedia laevis,3,0.046964171
Mountain,Old Forest,OF,RM14,Pseudolmedia laevis,1,283.9025877
Mountain,Old Forest,OF,RM3,Pseudolmedia laevis,2,1265.406928
Mountain,Old Forest,OF,RM9,Pseudolmedia laevis,1,2980.295805
Hill,Intermediate Forest,IF,DL14,Pseudolmedia macrophylla,8,109.7021314
Mountain,Intermediate Forest,IF,DM14,Pseudolmedia macrophylla,1,456.9026906
Hill,Old Forest,OF,RL2,Pseudolmedia macrophylla,4,4.99E-05
Mountain,Old Forest,OF,RM13,Pseudolmedia macrophylla,1,360.5058259
Mountain,Old Forest,OF,RM14,Pseudolmedia macrophylla,1,240.1028592
Mountain,Old Forest,OF,RM9,Pseudolmedia macrophylla,4,726.2038746
Hill,Old Forest,OF,RL2,Pseudolmedia rigida,1,8.84E-06
Mountain,Old Forest,OF,RM13,Pseudolmedia rigida,1,0.554838172
Hill,Old Forest,OF,RL2,Pseudolmedia sp.,1,0.000297693
Mountain,Old Forest,OF,RM3,Pseudopiptadenia suaveolens,1,1328.392811
Hill,Intermediate Forest,IF,DL14,Pseudosenefeldera inclinata,71,5260.505281
Mountain,Intermediate Forest,IF,DM7,Pseudosenefeldera inclinata,3,28.44637707
Hill,Old Forest,OF,RL2,Pseudosenefeldera inclinata,11,4.40E-05
Hill,Old Forest,OF,RL3,Pseudosenefeldera inclinata,50,2336.220292
Hill,Old Forest,OF,RL4,Pseudosenefeldera inclinata,4,59.06779349
Mountain,Old Forest,OF,RM11,Pseudosenefeldera inclinata,47,4033.413918
Mountain,Old Forest,OF,RM13,Pseudosenefeldera inclinata,22,3436.726996
Mountain,Old Forest,OF,RM14,Pseudosenefeldera inclinata,55,11787.58331
Mountain,Old Forest,OF,RM3,Pseudosenefeldera inclinata,10,125.8140482
Mountain,Old Forest,OF,RM9,Pseudosenefeldera inclinata,34,2639.393215
Hill,Early Forest,EF,DL2,Pseudoxandra leiophylla,4,4433.054612
Hill,Intermediate Forest,IF,DL3,Pseudoxandra leiophylla,6,2089.841486
Hill,Intermediate Forest,IF,DL5,Pseudoxandra leiophylla,2,343.652048
Mountain,Intermediate Forest,IF,DM14,Pseudoxandra leiophylla,1,9935.104196
Mountain,Old Forest,OF,RM13,Pseudoxandra leiophylla,1,4877.451198
Hill,Intermediate Forest,IF,DL7,Psychotria brachiata,4,0.054171198
Mountain,Old Forest,OF,RM9,Psychotria brachiata,1,1.131918676
Hill,Early Forest,EF,DL12,Psychotria buchtienii,3,21.27929145
Hill,Intermediate Forest,IF,DL14,Psychotria buchtienii,2,0.0174832
Hill,Early Forest,EF,DL2,Psychotria buchtienii,4,0.075386226
Mountain,Intermediate Forest,IF,DM14,Psychotria buchtienii,1,0.05494678
Mountain,Old Forest,OF,RM14,Psychotria buchtienii,3,2.198649153
Mountain,Old Forest,OF,RM3,Psychotria buchtienii,3,0.082627418
Mountain,Early Forest,EF,DM1,Psychotria caerulea,6,0.395589433
Mountain,Intermediate Forest,IF,DM17,Psychotria caerulea,5,1.048892424
Mountain,Intermediate Forest,IF,DM8,Psychotria caerulea,5,12.04507234
Hill,Intermediate Forest,IF,DL14,Psychotria campyloneura,1,0.00287476
Mountain,Intermediate Forest,IF,DM17,Psychotria campyloneura,3,0.076696547
Mountain,Old Forest,OF,RM11,Psychotria campyloneura,1,0.012867994
Mountain,Old Forest,OF,RM9,Psychotria campyloneura,3,0.033278969
Mountain,Intermediate Forest,IF,DM8,Psychotria cooperi,12,81.04957979
Mountain,Early Forest,EF,DM10,Psychotria huampamiensis,1,0.005607952
Hill,Intermediate Forest,IF,DL13,Psychotria manausensis,1,0.089727238
Mountain,Intermediate Forest,IF,DM8,Psychotria poeppigiana,1,0.019271875
Hill,Early Forest,EF,DL12,Psychotria pongoana,2,0.046200566
Hill,Intermediate Forest,IF,DL13,Psychotria pongoana,2,0.133555699
Hill,Intermediate Forest,IF,DL14,Psychotria pongoana,2,0.037023952
Hill,Old Forest,OF,RL4,Psychotria pongoana,1,0.164182111
Mountain,Old Forest,OF,RM14,Psychotria pongoana,2,0.062489762
Hill,Intermediate Forest,IF,DL14,Psychotria remota,4,23.89795053
Hill,Early Forest,EF,DL2,Psychotria suerrensis,5,0.033046687
Mountain,Intermediate Forest,IF,DM13,Psychotria suerrensis,19,2.222512157
Hill,Old Forest,OF,RL4,Psychotria suerrensis,1,0.048397572
Mountain,Old Forest,OF,RM13,Psychotria suerrensis,9,0.360201522
Mountain,Old Forest,OF,RM14,Psychotria suerrensis,2,2.136891187
Mountain,Old Forest,OF,RM3,Psychotria suerrensis,1,0.232855588
Hill,Old Forest,OF,RL3,Pterocarpus amazonum,1,0.232855588
Mountain,Old Forest,OF,RM3,Pterocarpus sp. 1,6,75.2309914
Mountain,Intermediate Forest,IF,DM17,Pterocarpus sp. 2,1,0.063211768
Mountain,Intermediate Forest,IF,DM17,Pterocarpus sp. 3,1,122.9867817
Mountain,Intermediate Forest,IF,DM7,Qualea acuminata,7,712.5830126
Mountain,Old Forest,OF,RM11,Qualea acuminata,10,14399.33666
Mountain,Old Forest,OF,RM13,Qualea acuminata,2,3595.172964
Mountain,Old Forest,OF,RM14,Qualea acuminata,2,12115.23032
Mountain,Old Forest,OF,RM9,Qualea acuminata,10,14730.82539
Hill,Early Forest,EF,DL2,Quiina florida,1,0.232855588
Hill,Intermediate Forest,IF,DL3,Quiina florida,3,0.846711858
Mountain,Early Forest,EF,DM16,Quiina grandifolia,1,0.007245758
Mountain,Old Forest,OF,RM13,Quiina grandifolia,2,438.4592705
Mountain,Old Forest,OF,RM9,Quiina obovata,2,164.0063515
Mountain,Old Forest,OF,RM13,Quiina sp. 1,1,49.48950228
Mountain,Early Forest,EF,DM10,Randia armata,2,0.035487514
Mountain,Intermediate Forest,IF,DM14,Randia armata,1,0.031416
Mountain,Intermediate Forest,IF,DM14,Raritebe palicoureoides,1,0.009940219
Hill,Early Forest,EF,DL6,Renealmia alpinia,1,0.00287476
Mountain,Old Forest,OF,RM9,Rhodostemonodaphne kunthiana,1,255.8852835
Mountain,Early Forest,EF,DM16,Richeria grandis,2,1732.355247
Hill,Old Forest,OF,RL4,Richeria grandis,2,929.5639585
Hill,Intermediate Forest,IF,DL7,Rinorea flavescens,1,0.009940219
Hill,Intermediate Forest,IF,DL14,Rinorea lindeniana,2,0.960088864
Mountain,Intermediate Forest,IF,DM13,Rinorea lindeniana,3,23.0576733
Mountain,Intermediate Forest,IF,DM14,Rinorea lindeniana,1,0.045996166
Mountain,Old Forest,OF,RM13,Rinorea lindeniana,2,1.05870683
Hill,Early Forest,EF,DL2,Rinorea racemosa,1,0.031416
Mountain,Intermediate Forest,IF,DM7,Roucheria calophylla,3,147.060427
Hill,Intermediate Forest,IF,DL14,Roucheria columbiana,1,3.093093892
Mountain,Early Forest,EF,DM10,Rubiaceae sp. 4,1,0.10434844
Mountain,Intermediate Forest,IF,DM17,Rubiaceae sp. 5,1,0.003212782
Mountain,Old Forest,OF,RM13,Rudgea sp. 1,1,0.007542982
Mountain,Old Forest,OF,RM13,Rudgea sp. 2,7,0.458237703
Hill,Old Forest,OF,RL2,Rudgea viburnoides,2,1.74E-06
Hill,Old Forest,OF,RL4,Rudgea viburnoides,1,637.7881831
Hill,Intermediate Forest,IF,DL13,Rustia thibaudioides,1,30.89605263
Mountain,Old Forest,OF,RM13,Rustia thibaudioides,9,70.39488796
Hill,Intermediate Forest,IF,DL3,Ryania speciosa,20,4.991583193
Mountain,Intermediate Forest,IF,DM8,Ryania speciosa,15,21.65422985
Hill,Old Forest,OF,RL4,Ryania speciosa,1,0.043098987
Hill,Old Forest,OF,RL2,Sagotia brachysepala,5,3.79E-05
Mountain,Old Forest,OF,RM13,Salacia cordata,3,0.026078814
Mountain,Old Forest,OF,RM3,Samanea saman,1,20.61274509
Mountain,Intermediate Forest,IF,DM13,Sapindaceae sp. 1,1,2.379243832
Hill,Intermediate Forest,IF,DL13,Schefflera morototoni,1,4008.649684
Hill,Early Forest,EF,DL2,Schefflera morototoni,1,39.86176144
Hill,Intermediate Forest,IF,DL3,Schefflera morototoni,1,189.8761747
Hill,Intermediate Forest,IF,DL5,Schefflera morototoni,1,205.4117138
Hill,Intermediate Forest,IF,DL7,Schefflera morototoni,1,75.55133117
Mountain,Early Forest,EF,DM10,Schefflera morototoni,3,1164.299699
Mountain,Intermediate Forest,IF,DM8,Schefflera morototoni,1,20.09931297
Mountain,Old Forest,OF,RM8,Schizocalyx bracteosa,36,5521.266797
Mountain,Early Forest,EF,DM1,Schizocalyx bracteosus,21,12.42313911
Mountain,Early Forest,EF,DM10,Schizocalyx bracteosus,4,212.9264397
Mountain,Degraded Pasture,DP,DM11,Schizocalyx bracteosus,6,0.240907706
Mountain,Intermediate Forest,IF,DM12,Schizocalyx bracteosus,7,20.14334579
Mountain,Intermediate Forest,IF,DM13,Schizocalyx bracteosus,1,60.94970002
Mountain,Intermediate Forest,IF,DM14,Schizocalyx bracteosus,4,316.4355003
Mountain,Early Forest,EF,DM16,Schizocalyx bracteosus,2,0.272459353
Mountain,Intermediate Forest,IF,DM17,Schoenobiblus amazonicus,1,0.098745104
Mountain,Intermediate Forest,IF,DM14,Schweilera sp.2,1,107.0021002
Hill,Degraded Pasture,DP,DL10,Senna bacillaris,1,0.005607952
Hill,Early Forest,EF,DL6,Senna bacillaris,6,0.439318595
Hill,Intermediate Forest,IF,DL7,Senna bacillaris,3,3.787910011
Mountain,Early Forest,EF,DM1,Senna bacillaris,1,0.015272031
Mountain,Early Forest,EF,DM10,Senna bacillaris,2,0.00483826
Hill,Early Forest,EF,DL12,Senna macrophylla,1,0.007542982
Hill,Early Forest,EF,DL6,Senna macrophylla,2,0.215828116
Mountain,Early Forest,EF,DM1,Senna macrophylla,1,0.00494895
Mountain,Old Forest,OF,RM8,Serjania sp.,1,0.00287476
Hill,Early Forest,EF,DL12,Simaba guianensis,1,35.55190383
Hill,Intermediate Forest,IF,DL14,Simaba guianensis,2,39.53387889
Mountain,Intermediate Forest,IF,DM7,Simaba guianensis,1,0.112295326
Hill,Old Forest,OF,RL4,Simaba guianensis,1,1358.138953
Mountain,Old Forest,OF,RM11,Simaba guianensis,1,6.212636719
Mountain,Old Forest,OF,RM14,Simaba guianensis,1,0.007542982
Hill,Intermediate Forest,IF,DL14,Simarouba amara,1,41246.35547
Hill,Intermediate Forest,IF,DL3,Simarouba amara,1,19.84602938
Hill,Old Forest,OF,RL4,Simarouba amara,1,0.082564121
Mountain,Old Forest,OF,RM14,Simarouba amara,1,0.00287476
Mountain,Old Forest,OF,RM13,Simira rubescens,1,1206.877056
Mountain,Old Forest,OF,RM11,Simira sp. 1,1,0.038186344
Mountain,Early Forest,EF,DM2,Siparuna cervicornis,2,0.06896084
Mountain,Intermediate Forest,IF,DM8,Siparuna cervicornis,11,12.59807219
Hill,Early Forest,EF,DL12,Siparuna cuspidata,1,0.45424414
Hill,Intermediate Forest,IF,DL14,Siparuna cuspidata,1,0.009940219
Mountain,Old Forest,OF,RM13,Siparuna cuspidata,3,604.9027557
Hill,Intermediate Forest,IF,DL14,Siparuna decipiens,2,85.65409351
Mountain,Intermediate Forest,IF,DM13,Siparuna decipiens,12,66.88953437
Mountain,Intermediate Forest,IF,DM14,Siparuna decipiens,1,0.004071514
Mountain,Intermediate Forest,IF,DM17,Siparuna decipiens,2,1.589629718
Hill,Old Forest,OF,RL3,Siparuna decipiens,5,36.24586812
Mountain,Old Forest,OF,RM13,Siparuna decipiens,1,71.21102733
Hill,Degraded Pasture,DP,DL10,Siparuna guianensis,27,62.57584847
Hill,Degraded Pasture,DP,DL11,Siparuna guianensis,77,6.024241446
Hill,Early Forest,EF,DL12,Siparuna guianensis,8,1.400746174
Hill,Intermediate Forest,IF,DL13,Siparuna guianensis,34,4.29064825
Hill,Intermediate Forest,IF,DL16,Siparuna guianensis,28,359.9601558
Hill,Early Forest,EF,DL2,Siparuna guianensis,10,5.020056289
Hill,Intermediate Forest,IF,DL3,Siparuna guianensis,2,0.535680499
Hill,Intermediate Forest,IF,DL5,Siparuna guianensis,1,30.24848252
Hill,Early Forest,EF,DL6,Siparuna guianensis,120,10.56600311
Hill,Intermediate Forest,IF,DL7,Siparuna guianensis,54,14.13169295
Mountain,Early Forest,EF,DM10,Siparuna guianensis,12,17.03148206
Mountain,Intermediate Forest,IF,DM12,Siparuna guianensis,32,51.52817921
Mountain,Intermediate Forest,IF,DM13,Siparuna guianensis,1,33.85613327
Mountain,Intermediate Forest,IF,DM14,Siparuna guianensis,1,0.007542982
Mountain,Early Forest,EF,DM16,Siparuna guianensis,1,0.011869028
Mountain,Intermediate Forest,IF,DM17,Siparuna guianensis,1,4.612825028
Mountain,Intermediate Forest,IF,DM17,Siparuna guianensis,1,0.014342939
Mountain,Degraded Pasture,DP,DM6,Siparuna guianensis,12,1.02705139
Mountain,Early Forest,EF,DM1,Siparuna harlingii,2,0.0199746
Mountain,Intermediate Forest,IF,DM17,Siparuna harlingii,1,0.099339728
Hill,Early Forest,EF,DL12,Siparuna sessiliflora,3,0.033159981
Mountain,Early Forest,EF,DM10,Siparuna sp. 1,1,70.85727845
Mountain,Intermediate Forest,IF,DM7,Sloanea,1,10479.50264
Hill,Old Forest,OF,RL4,Sloanea davidsei,1,2322.043955
Hill,Intermediate Forest,IF,DL14,Sloanea floribunda,2,28.749567
Mountain,Intermediate Forest,IF,DM7,Sloanea floribunda,4,244.5860031
Hill,Old Forest,OF,RL4,Sloanea floribunda,2,41620.67377
Mountain,Old Forest,OF,RM13,Sloanea floribunda,2,3433.161595
Mountain,Old Forest,OF,RM14,Sloanea floribunda,4,48.1611209
Mountain,Old Forest,OF,RM9,Sloanea gladysiae,1,0.016399348
Hill,Intermediate Forest,IF,DL14,Sloanea guianensis,2,1.259401859
Mountain,Intermediate Forest,IF,DM7,Sloanea guianensis,3,22.62632753
Mountain,Old Forest,OF,RM13,Sloanea guianensis,1,2.072670796
Mountain,Old Forest,OF,RM14,Sloanea guianensis,3,1472.076876
Mountain,Old Forest,OF,RM3,Sloanea guianensis,3,37.46396946
Mountain,Old Forest,OF,RM9,Sloanea guianensis,2,6.671350963
Hill,Intermediate Forest,IF,DL5,Sloanea macrophylla,1,338.1826405
Hill,Old Forest,OF,RL2,Sloanea macrophylla,1,1.29E-10
Hill,Old Forest,OF,RL4,Sloanea macrophylla,2,3.008604068
Mountain,Old Forest,OF,RM9,Sloanea macrophylla,5,37.38020567
Hill,Early Forest,EF,DL12,Sloanea parviflora,3,21.31220638
Hill,Intermediate Forest,IF,DL14,Sloanea parviflora,2,0.215828116
Hill,Old Forest,OF,RL3,Sloanea parviflora,2,0.037011386
Mountain,Old Forest,OF,RM11,Sloanea parviflora,1,0.10434844
Hill,Intermediate Forest,IF,DL14,Sloanea pubescens,1,1.2271875
Mountain,Intermediate Forest,IF,DM14,Sloanea pubescens,1,0.73593865
Mountain,Old Forest,OF,RM11,Sloanea pubescens,1,314.16
Mountain,Old Forest,OF,RM14,Sloanea pubescens,1,266.8307153
Mountain,Old Forest,OF,RM11,Sloanea rufa,1,33.16273274
Mountain,Old Forest,OF,RM9,Sloanea rufa,1,22.97017283
Hill,Old Forest,OF,RL2,Sloanea sp.,1,2.11E-06
Mountain,Old Forest,OF,RM11,Sloanea sp. 1,1,54.37380768
Mountain,Old Forest,OF,RM9,Sloanea sp. 1,1,0.00287476
Mountain,Old Forest,OF,RM3,Sloanea sp. 5,1,49.06996351
Mountain,Old Forest,OF,RM3,Sloanea sp. 9,1,2.072670796
Hill,Intermediate Forest,IF,DL5,Socratea exorrhiza,5,1077.373473
Hill,Old Forest,OF,RL4,Socratea exorrhiza,13,2.675084115
Mountain,Old Forest,OF,RM13,Socratea exorrhiza,5,418.4349511
Mountain,Old Forest,OF,RM8,Socratea exorrhiza,3,112.8095816
Mountain,Early Forest,EF,DM1,Solanum grandiflorum,12,280.2270168
Hill,Intermediate Forest,IF,DL7,Solanum imberbe,4,0.155494081
Mountain,Intermediate Forest,IF,DM13,Solanum sp. 3,1,0.181333348
Hill,Old Forest,OF,RL3,Sorocea muriculata,2,0.562381154
Mountain,Old Forest,OF,RM14,Sorocea muriculata,4,3.705888105
Mountain,Old Forest,OF,RM3,Sorocea muriculata,2,1.14478667
Hill,Intermediate Forest,IF,DL3,Sorocea pubivena,2,0.311047067
Hill,Old Forest,OF,RL2,Sorocea pubivena,2,1.81E-05
Hill,Old Forest,OF,RL2,Spiranthera parviflora,1,8.44E-07
Hill,Old Forest,OF,RL3,Stachyarrhena spicata,1,0.007542982
Mountain,Old Forest,OF,RM3,Stachyarrhena spicata,1,79.04372462
Mountain,Intermediate Forest,IF,DM13,Stemmadenia grandiflora,1,0.089727238
Mountain,Old Forest,OF,RM13,Stemmadenia grandiflora,7,1.223577998
Hill,Intermediate Forest,IF,DL14,Sterculia apeibophylla,1,1074.747693
Mountain,Intermediate Forest,IF,DM8,Sterculia apetala,1,5.160395583
Hill,Intermediate Forest,IF,DL14,Sterculia frondosa,3,112.5788435
Mountain,Old Forest,OF,RM13,Sterculia frondosa,2,1170.890273
Hill,Old Forest,OF,RL2,Sterculia frondosa ,1,1.39E-09
Hill,Intermediate Forest,IF,DL13,Sterculia Kayae,1,128.679936
Hill,Old Forest,OF,RL4,Sterculia Kayae,3,40.31767865
Hill,Old Forest,OF,RL4,Sterculia pruriens,1,81.19765199
Hill,Intermediate Forest,IF,DL14,Sterigmapetalum obovatum,1,15030.51572
Mountain,Intermediate Forest,IF,DM14,Sterigmapetalum obovatum,1,0.554838172
Mountain,Intermediate Forest,IF,DM8,Sterigmapetalum obovatum,1,0.004071514
Mountain,Old Forest,OF,RM3,Sterigmapetalum sp. 1,1,0.038186344
Mountain,Old Forest,OF,RM14,Strychnos Peckii,1,0.005607952
Mountain,Old Forest,OF,RM9,Strychnos tarapotensis,1,4.7143635
Mountain,Early Forest,EF,DM10,Stryphnodendron porcatum,1,185.7972482
Mountain,Degraded Pasture,DP,DM6,Stryphnodendron porcatum,3,0.031561138
Mountain,Old Forest,OF,RM11,Styrax macrophyllus,1,54.37380768
Mountain,Intermediate Forest,IF,DM7,Swartzia,4,305.5286042
Hill,Early Forest,EF,DL2,Swartzia arborescens,1,15.68401367
Hill,Intermediate Forest,IF,DL16,Swartzia auriculata,1,0.020612038
Hill,Early Forest,EF,DL2,Swartzia bombycina,1,54.23148637
Hill,Intermediate Forest,IF,DL3,Swartzia bombycina,2,47.71859628
Mountain,Intermediate Forest,IF,DM7,Swartzia bombycina,1,0.004071514
Mountain,Old Forest,OF,RM9,Swartzia conferta,1,0.73593865
Mountain,Intermediate Forest,IF,DM7,Swartzia oraria,1,2.029378903
Hill,Old Forest,OF,RL2,Swartzia oraria,1,8.92E-07
Mountain,Old Forest,OF,RM9,Swartzia oraria,4,763.4296698
Hill,Old Forest,OF,RL4,Swartzia polyphylla,1,0.132251758
